Times,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
1,1,1,SVM,SVM,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,1,WSVM,WSVM,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,1,own_class_center,lin_center_own,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,1,own_class_center,exp,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,1,estimated_hyper_lin,lin_center_own,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,1,estimated_hyper_lin,exp,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,1,actual_hyper_lin,lin_center_own,0.9512195121951219,0.1,0.3084184677017772,0.08,0.9225589225589226,0.525609756097561,"[[273  14]
 [  9   1]]"
1,1,1,actual_hyper_lin,exp,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,1,distance_center_own_opposite_tam,func_own_opp_new,0.9512195121951219,0.2,0.43616957991018174,0.15384615384615385,0.9259259259259259,0.5756097560975609,"[[273  14]
 [  8   2]]"
1,1,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9512195121951219,0.2,0.43616957991018174,0.15384615384615385,0.9259259259259259,0.5756097560975609,"[[273  14]
 [  8   2]]"
1,1,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.8501742160278746,0.6,0.7142160244748956,0.2033898305084746,0.8417508417508418,0.7250871080139374,"[[244  43]
 [  4   6]]"
1,1,1,own_class_center,lin_center_own,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,2,own_class_center,lin_center_own,0.9547038327526133,0.3,0.5351739435228363,0.23076923076923078,0.9326599326599326,0.6273519163763067,"[[274  13]
 [  7   3]]"
1,1,3,own_class_center,lin_center_own,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,4,own_class_center,lin_center_own,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,5,own_class_center,lin_center_own,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,6,own_class_center,lin_center_own,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,7,own_class_center,lin_center_own,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,8,own_class_center,lin_center_own,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,9,own_class_center,lin_center_own,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,10,own_class_center,lin_center_own,0.9581881533101045,0.3,0.5361496488789593,0.24,0.936026936026936,0.6290940766550523,"[[275  12]
 [  7   3]]"
1,1,11,own_class_center,lin_center_own,0.9581881533101045,0.3,0.5361496488789593,0.24,0.936026936026936,0.6290940766550523,"[[275  12]
 [  7   3]]"
1,1,12,own_class_center,lin_center_own,0.9581881533101045,0.2,0.4377643551752711,0.16666666666666666,0.9326599326599326,0.5790940766550522,"[[275  12]
 [  8   2]]"
1,1,13,own_class_center,lin_center_own,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,14,own_class_center,lin_center_own,0.9547038327526133,0.1,0.30898282035618313,0.08333333333333333,0.9259259259259259,0.5273519163763066,"[[274  13]
 [  9   1]]"
1,1,15,own_class_center,lin_center_own,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,16,own_class_center,lin_center_own,0.9547038327526133,0.1,0.30898282035618313,0.08333333333333333,0.9259259259259259,0.5273519163763066,"[[274  13]
 [  9   1]]"
1,1,17,own_class_center,lin_center_own,0.9547038327526133,0.1,0.30898282035618313,0.08333333333333333,0.9259259259259259,0.5273519163763066,"[[274  13]
 [  9   1]]"
1,1,18,own_class_center,lin_center_own,0.9547038327526133,0.1,0.30898282035618313,0.08333333333333333,0.9259259259259259,0.5273519163763066,"[[274  13]
 [  9   1]]"
1,1,19,own_class_center,lin_center_own,0.9547038327526133,0.1,0.30898282035618313,0.08333333333333333,0.9259259259259259,0.5273519163763066,"[[274  13]
 [  9   1]]"
1,1,20,own_class_center,lin_center_own,0.9581881533101045,0.1,0.3095461441061905,0.08695652173913043,0.9292929292929293,0.5290940766550524,"[[275  12]
 [  9   1]]"
1,1,1,own_class_center,exp,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
1,1,2,own_class_center,exp,0.9547038327526133,0.3,0.5351739435228363,0.23076923076923078,0.9326599326599326,0.6273519163763067,"[[274  13]
 [  7   3]]"
1,1,3,own_class_center,exp,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,4,own_class_center,exp,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,5,own_class_center,exp,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,6,own_class_center,exp,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,7,own_class_center,exp,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,8,own_class_center,exp,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,9,own_class_center,exp,0.9512195121951219,0.3,0.5341964560520189,0.2222222222222222,0.9292929292929293,0.625609756097561,"[[273  14]
 [  7   3]]"
1,1,10,own_class_center,exp,0.9547038327526133,0.2,0.4369676950880038,0.16,0.9292929292929293,0.5773519163763067,"[[274  13]
 [  8   2]]"
