Rate,Test Size,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
0.09090909090909091,0.25,SVM,SVM,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0.25,WSVM,WSVM,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0.25,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0.25,own_class_center,exp,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0.25,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0.25,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0.25,actual_hyper_lin,lin_center_own,0.9761570827489481,0.15492957746478872,0.38889022148873237,0.2222222222222222,0.9017857142857143,0.5655433301068684,"[[696  17]
 [ 60  11]]"
0.09090909090909091,0.25,actual_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0.25,distance_center_own_opposite_tam,func_own_opp_new,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0,own_class_center,exp,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0,actual_hyper_lin,lin_center_own,0.9761570827489481,0.15492957746478872,0.38889022148873237,0.2222222222222222,0.9017857142857143,0.5655433301068684,"[[696  17]
 [ 60  11]]"
0.09090909090909091,0,actual_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
0.09090909090909091,0,distance_center_own_opposite_tam,func_own_opp_new,1.0,0.0,0.0,0.0,0.9094387755102041,0.5,"[[713   0]
 [ 71   0]]"
